land_id,nickname,describe,share_users,range
A4FB48BA1CAF,地狱交通,,htdl19083669,"(434,100,345)→(435,101,346)[下界]"
4CE4B02CC787,末地中转站02,,,"(13877,112,13632)→(13883,115,13639)[末地]"
7A446A9D294A,[樱树乡] 合作社 17,[樱树乡] 合作社 17,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(3056,-64,1520)→(3071,320,1647)[主世界]"
35922C4A4F9F,幽守，空间小需改造,,,"(-5003,-50,5313)→(-4991,-38,5319)[主世界]"
64A7AF9769C0,,,,"(5430,40,-677)→(5432,41,-676)[下界]"
343FFA51E360,我要摆烂！,摆烂！！,[未知:2535460817074170],"(2212,-64,-13)→(2242,320,19)[主世界]"
9209B10A8134,僵尸刷怪笼,,,"(2226,-64,-6885)→(2228,320,-6883)[主世界]"
7bbd30df-c944-4af0-b49b-71cf53278201,厨房重地,,,"(-1284,66,-1920)→(-1278,70,-1913)[主世界]"
FFAA1497F549,岩浆湖,,,"(495,35,383)→(500,38,388)[下界]"
6F5072205053,[卯月村供销合作社] 沙漠,"此领地属于 卯月村供销合作社 合作社的公有领地
沙漠","MarIE7943, ZiMo0512, ImaoyueI, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(183,66,-3240)→(184,67,-3239)[主世界]"
54D8F4F2CF7E,工地,,,"(1119,-64,-655)→(1153,320,-621)[主世界]"
F9D2B3318A86,蝾螈温泉东南区,,"RiverLight38454, AbruptFox116621, ImaoyueI, CommetWind","(3393,-64,1871)→(3576,320,2009)[主世界]"
90D5E6968742,,,,"(480,-64,3536)→(639,320,3695)[主世界]"
FDC3FE06BE9D,[小石社]僵尸~,"此领地属于 卯月村供销合作社 合作社的公有领地
","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(78,-21,9880)→(81,-19,9881)[主世界]"
CC7EC4EC53C6,,,,"(160,-64,3536)→(319,320,3695)[主世界]"
21E6FD73606B,[卯月村供销合作社] 试炼,"此领地属于 卯月村供销合作社 合作社的公有领地
试炼","LacyBarley63167, haaamburger1996, dfgzaomiao, Soviet Union614, GenunineColt568, Qiyushishuji, HuoHua7777, Nacho Cat China","(6311,-16,-5941)→(6318,-14,-5938)[主世界]"
89CB09FBB7DB,,,,"(2800,-10,1773)→(2812,-1,1786)[主世界]"
3B0691D13FE3,大型洞穴,,,"(5554,63,375)→(5558,64,379)[主世界]"
82C4B6211CE9,[MyGO!!!!!] 恶魂塔处死[主世界],"此领地属于 MyGO!!!!! 合作社的公有领地
恶魂塔处死[主世界]",,"(672,-64,4720)→(719,320,4767)[主世界]"
EE5BA70DEFEC,沙洲新区 KFC,[白玉楼协会] 合作社 沙洲新区 X轴方向 疯狂KFC！！！,"youyouzi115, Shiroha77, Carmen789321, NeiGuiYYDS, DoctorL06, PLR458, E761113, ShiftedChara449, TKxiao yi, Dissenotfind, qinfeng8523, Ocean12000","(2085,-64,561)→(2110,320,579)[主世界]"
568A2682023C,村民,,,"(2421,-64,1430)→(2428,320,1436)[主世界]"
96DB750F29F6,[便利屋68] 周年庆,[便利屋68] 周年庆,,"(1688,-64,5505)→(1694,320,5510)[主世界]"
0146B80DC686,末地传送门,,,"(-8178,-35,8009)→(-8174,-32,8017)[主世界]"
3E9412F41641,山洞,,,"(2637,-64,1439)→(2686,320,1508)[主世界]"
5422A0CAC998,,,,"(20,59,0)→(32,60,11)[末地]"
7FD7F81E40DF,菜地,,htdl19083669,"(1533,62,-1554)→(1535,63,-1552)[主世界]"
68EC70FFA046,蘑菇岛,,,"(-696,-64,22834)→(-606,320,22887)[主世界]"
23F06CA02001,雏菊山谷,,,"(1850,-64,4653)→(1908,320,4688)[主世界]"
6AFDC8DBBCDD,[樱树乡] 合作社 8,[樱树乡] 合作社 8,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(3008,-64,1872)→(3055,320,1951)[主世界]"
B6103D315D8D,[玫瑰岛共和国] 合作社 南方的无名小岛-东南,[玫瑰岛共和国] 合作社 南方的无名小岛-东南,"SayojiKoishi, wtouou, TabooAttic15546, mih00him","(-206,-64,1665)→(-107,320,1720)[主世界]"
9E6C5051115A,,,,"(320,-64,3536)→(479,320,3695)[主世界]"
F6C0486CAC15,-[ Stone5koishi ]-,,RiverLight38454,"(4325,74,-904)→(4347,88,-880)[主世界]"
23E984294615,空岛（第4象限）,[待定] 空岛,"NeiGuiYYDS, ALEX57152, [未知:2535409442693219], Qiyushishuji, Kaname Rana1597","(1552,-64,2192)→(1699,320,2299)[主世界]"
C24FB0AE4CEC,你看你妈呢,,[未知:2535434949774046],"(2978,-64,2313)→(3054,320,2374)[主世界]"
2E9F53ABD79A,迷途竹林,,,"(2209,-64,4091)→(2337,320,4185)[主世界]"
d02f9ab7-a52b-47fd-b8b4-1b1ee0af8b43,[体育部] 居民区,"此领地属于 体育部 合作社的公有领地
居民区",AntimatterCorp,"(1224,-64,-1676)→(1358,320,-1480)[主世界]"
F90A98B1D86E,[便利屋68] [便利屋68] 合作社 当铺 主人：凯尔希,[便利屋68] [便利屋68] 合作社 当铺 主人：凯尔希,,"(3418,-64,2734)→(3432,320,2745)[主世界]"
B3B9370AA365,,,AntimatterCorp,"(1668,-64,3053)→(1694,320,3084)[主世界]"
F19C9509AFF2,西行州 民政治安总署,,"Syndikaze, HansarDeus, ShiftedChara449, LacyBarley63167, dfgzaomiao, Heinrich4084, ALEX57152, TohoYouyouMu","(-493,-64,-33)→(-465,320,40)[主世界]"
DF1DF0705BEC,陶瓦荒地,,,"(-549,-64,14312)→(-549,320,14315)[主世界]"
228976715EDB,,,,"(800,-64,4176)→(959,320,4335)[主世界]"
5D7DA2B891C7,[小石社]试炼6,"此领地属于 卯月村供销合作社 合作社的公有领地
","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(4663,-30,8363)→(4668,-25,8369)[主世界]"
7D6A9DE2A89D,[MyGO!!!!!] 64核心熔炉组/要塞传送门,"此领地属于 MyGO!!!!! 合作社的公有领地
64核心熔炉组/要塞传送门","ALEX57152, [未知:2535434758467532]","(-4176,-64,-5840)→(-3969,320,-5633)[主世界]"
78E4938F7160,,,,"(4196,-64,-7961)→(4203,320,-7947)[主世界]"
BE18ED9666D9,[卯月村供销合作社] 海晶灯,"此领地属于 卯月村供销合作社 合作社的公有领地
海晶灯","GenunineColt568, DoctorL06, Kaname Rana1597, MarIE7943, Soviet Union614, [未知:2535411716292234], Luoxiyilian2313, ImaoyueI, Mengyuan7544, kokorochan223, LingYingFox0, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Carmen789321, Stone9328, TanMongR233","(450,137,836)→(469,156,855)[主世界]"
FE8F1CA8938C,Area-CN-20-α,,"Kaname Rana1597, [未知:2535436219159371], ImaoyueI, Qiyushishuji, GenunineColt568, DoctorL06, Stone5koishi, CommetWind, MarIE7943, AntimatterCorp, RiverLight38454, Carmen789321, StarFaith2007, [未知:2535409442693219]","(10423,-64,2020)→(10448,320,2060)[主世界]"
4C81D4A44DC4,[卯月村供销合作社] 刷怪塔,"此领地属于 卯月村供销合作社 合作社的公有领地
刷怪塔","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(-4267,172,-4991)→(-4265,174,-4989)[主世界]"
935A4CAFAFA1,菜鸟之家,玩得开心！,,"(1128,-64,712)→(1182,320,772)[主世界]"
F1180F8C99A4,,,,"(320,-64,4016)→(479,320,4175)[主世界]"
C8FC7949C2FF,岩浆湖,,[未知:2535462613164805],"(2833,-53,5204)→(2834,-52,5205)[主世界]"
47096929EDE0,[湖南农业合作社] 合作社 内鬼16,[湖南农业合作社] 合作社 内鬼16,"[未知:2535471736122836], Qiyushishuji","(-70,-64,-54)→(29,320,130)[主世界]"
D26A0F45DBCB,新璃岛 南部,"此领地属于 Ultroveritas中央委员会 合作社的公有领地
新岛边疆区","LacyBarley63167, haaamburger1996, Heinrich4084, GeeGBot, TohoYouyouMu, dfgzaomiao, Liqiu36, ShiftedChara449, RiverLight38454, [未知:2535458075746856], Evan52661314, xiaoyuan129, HuoHua7777","(32,-64,2196)→(237,320,2315)[主世界]"
48CF8E1A86E9,新家,,,"(3910,57,1573)→(3958,68,1613)[主世界]"
517F5E12B13C,,,,"(209,77,4506)→(216,85,4510)[主世界]"
E80D762D7A3B,[卯月村供销合作社] 雪原聚集地,"此领地属于 卯月村供销合作社 合作社的公有领地
雪原聚集地","[未知:2535416288627745], [未知:2535439758822880], ougenduqin, liziziya, Teaffee4438, ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Ocean12000, coke6263, Big chicken8959, xize2333jun, RiverLight38454, ZiMo0512, xiakenana, Cattle99, AbsurdCase40986, [未知:2535464158898895], AntimatterCorp, [未知:2535464926219413], [未知:2535459118154654], Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, [未知:2535459963466718], DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(3668,67,-666)→(3697,90,-638)[主世界]"
299E82218804,[卯月村供销合作社] 卯月村驻西行镇领事馆,"此领地属于 卯月村供销合作社 合作社的公有领地
卯月村驻西行镇领事馆","ougenduqin, Qiyushishuji, MarIE7943, ZiMo0512, DoctorL06, ImaoyueI, Mengyuan7544, kokorochan223, LingYingFox0, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(-633,50,80)→(-596,90,119)[主世界]"
3E4804BF010F,[体育部] 城墙,[体育部] 合作社 城墙,,"(3284,-64,707)→(3292,320,713)[主世界]"
22935B306169,,,AbruptFox116621,"(-8274,0,-3987)→(-8261,256,-3974)[末地]"
BC45EBA62487,自动农场,,,"(3052,-64,1233)→(3068,320,1269)[主世界]"
717F0DD694CE,,,,"(2761,63,-2517)→(2762,64,-2516)[主世界]"
016417B6BA17,刷怪笼俩个,,,"(2,-64,-2189)→(16,320,-2176)[主世界]"
97DDE0144F58,末地传送门,,[未知:2535460817074170],"(-8168,-35,8025)→(-8167,-33,8027)[主世界]"
14B3AC2E40AA,[卯月村供销合作社] 方碑,"此领地属于 卯月村供销合作社 合作社的公有领地
方碑","DoctorL06, RiverLight38454, [未知:2535409442693219], MarIE7943, Soviet Union614, Kaname Rana1597, ALEX57152, AntimatterCorp, AbruptFox116621, Carmen789321","(3616,70,-595)→(3674,160,-483)[主世界]"
B26EA0A1B791,,,,"(528,39,221)→(530,40,225)[下界]"
CFFE41007F94,崭新古城,99新远古城市,,"(4716,-37,2863)→(4717,-36,2864)[主世界]"
D88C4DC5A43F,群玉阁建造计划,,,"(3651,-64,2372)→(3775,320,2503)[主世界]"
9B3D22C34C12,,,,"(-3039,61,3705)→(-2961,64,3808)[主世界]"
72A1F5BBE083,黑森林,,,"(-3442,-64,5121)→(-3440,320,5122)[主世界]"
6320FECF57E4,圣神之石~,,,"(4328,80,-945)→(4344,88,-931)[主世界]"
ED01B2D95051,十三万,,[未知:2535421731172696],"(3708,-64,2742)→(3772,320,2822)[主世界]"
A9E2B378A85E,,,,"(1249,-64,-667)→(1280,320,-638)[主世界]"
CDEF57E9D198,蝾螈温泉东北区,,"RiverLight38454, AbruptFox116621, ImaoyueI, CommetWind","(3424,-64,1807)→(3576,320,1870)[主世界]"
6E23BF684094,[樱树乡] 合作社 21,[樱树乡] 合作社 21,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(3056,-64,1472)→(3183,320,1519)[主世界]"
0C73E199C917,蝾螈温泉,,,"(3364,90,2012)→(3366,91,2014)[主世界]"
3BAC476A0F42,,,"[未知:2535431027684720], [未知:2535467352923272]","(4383,62,3091)→(4397,86,3104)[主世界]"
5955ABC2168D,樱花咖啡馆工作人员区域,欢迎访客，你想吃点什么,ImaoyueI,"(3606,74,-644)→(3612,80,-639)[主世界]"
319F0F289098,机器人的手办屋,,"Soviet Union614, ImaoyueI, HuoHua7777, Qiyushishuji, [未知:2535411716292234], haaamburger1996","(2250,90,4451)→(2307,120,4515)[主世界]"
82D40F0E63C9,Carmen的生活仓库,你好,,"(3703,-64,-631)→(3719,320,-612)[主世界]"
035ECFE77BCF,,,AbruptFox116621,"(-15568,-64,10542)→(-15566,320,10544)[主世界]"
4700FF9A5CCC,龙尾肆,,[未知:2535444899866544],"(3557,63,2786)→(3572,69,2795)[主世界]"
C6E557825BF7,[萌新集团] 普普通通的道路,"此领地属于 萌新集团 合作社的公有领地
普普通通的道路",,"(-217,62,58)→(-213,64,100)[主世界]"
8477f3aa-3d1c-4163-8184-d654eaa68e6e,starry Dream161,,,"(2747,65,2019)→(2757,75,2052)[主世界]"
F23C8CAF3DB3,平岛,,,"(1123,-64,917)→(1134,320,925)[主世界]"
DE0F2CFCFD88,高级领地,,,"(3767,60,1471)→(3799,69,1510)[主世界]"
68F0D7D01A58,试练之地,,,"(-2398,-64,23488)→(-2398,320,23491)[主世界]"
CB092BDF7FCE,生物入侵帐篷,,,"(-2806,71,-2999)→(-2798,76,-2986)[主世界]"
33F2140B6F6A,[樱树乡] 合作社 18,[樱树乡] 合作社 18,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(2928,-64,1472)→(3055,320,1519)[主世界]"
C28332973467,,,,"(160,-64,3856)→(319,320,4015)[主世界]"
1201E7CAF19E,陶瓦山,,htdl19083669,"(4075,146,-7642)→(4078,147,-7639)[主世界]"
696EC938D512,沙漠,,,"(81656,64,-51844)→(81659,65,-51843)[主世界]"
EC1A12E5CA0A,,,,"(2019,60,4336)→(2045,80,4361)[主世界]"
C0C26A46245E,luomaa小岛哒,,,"(40,62,-342)→(80,64,-306)[主世界]"
BBB26444EC19,传送门,,,"(-2177,-64,4057)→(-2176,320,4058)[主世界]"
FD4C07896271,小白刷怪笼,,"[未知:2535441748868659], [未知:2535471736122836], [未知:2535444899866544], [未知:2535409442693219]","(2457,-64,1295)→(2468,320,1309)[主世界]"
371D3EABB7A6,矿山,,,"(-386,63,2274)→(-383,66,2279)[主世界]"
74FAC787A2CE,魔法使异次元折跃门,这个门可以把你送到名为“终末地”的异世界,,"(13727,25,1168)→(13735,30,1177)[主世界]"
0A9CB79DD05E,玛莉的四合院,已竣工，欢迎入住,"ImaoyueI, ZiMo0512, Mengyuan7544, LingYingFox0, DoctorL06","(3623,-64,-721)→(3659,320,-676)[主世界]"
96D834EA7C45,doctor前住宅,,,"(784,63,5757)→(792,71,5765)[主世界]"
34E51D97AEB7,Site-CN-06 Area-8,,Soviet Union614,"(3088,-64,-272)→(3247,320,-113)[主世界]"
d7153889-e316-4d52-8af1-13d62c2d7d7c,西瓜的大屋,,,"(2413,-64,-476)→(2499,320,-388)[主世界]"
266840327524,空岛（第2象限）,,"[未知:2535409442693219], Kaname Rana1597","(1552,-64,2300)→(1699,320,2392)[主世界]"
E97BC4BCB0FC,探索点,探索,[未知:2535462613164805],"(3025,18,5186)→(3026,19,5187)[主世界]"
40851E85AD82,幽守,,,"(-5028,-40,5168)→(-5023,-26,5178)[主世界]"
C6CF0952177B,空岛（第2象限x-1）,,,"(1450,-64,2300)→(1551,320,2392)[主世界]"
FC833901B461,鲨凋场,,,"(9381,55,8103)→(9394,65,8111)[末地]"
87c9be8f-4f8d-448c-be7d-1d909236a909,test,,,"(41,76,105)→(53,82,120)[主世界]"
01D87A09085C,雨林陶瓦山交界处,,,"(3960,94,-8519)→(3962,97,-8517)[主世界]"
52FD3D25A2FE,ALEX-Hai Jing Bao,,[未知:2535409442693219],"(3476,-64,2806)→(3508,320,2838)[主世界]"
C22A2770C4B9,紫水晶,,,"(4554,-37,1107)→(4563,-36,1112)[主世界]"
F8AB79F3143A,小石社,"此领地属于 卯月村供销合作社 合作社的公有领地
小石社~","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, SolidComb522181, Exusiai5871, [未知:2535434211057244], dfgzaomiao, TohoYouyouMu, Stone9328, Carmen789321, TanMongR233","(4253,69,-909)→(4311,91,-871)[主世界]"
3C7B3F1AD0AD,马库拉格,,"[未知:2535439758822880], ImaoyueI, dfgzaomiao","(-3318,62,-2320)→(-3225,72,-2260)[主世界]"
DFD774B4CF65,[樱树乡] 合作社 16,[樱树乡] 合作社 16,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(3072,-64,1648)→(3183,320,1759)[主世界]"
F2173226A87A,末地传送门,,,"(-2191,-64,4062)→(-2189,320,4066)[主世界]"
7360004C5E1C,宅邸,,,"(513,65,6687)→(514,69,6692)[主世界]"
619C545E3F7D,神社,,,"(1699,-64,4531)→(1782,320,4594)[主世界]"
E0430128053E,蘑菇2,,"[未知:2535466864247618], NeiGuiYYDS","(2352,-64,2581)→(2510,320,2678)[主世界]"
BF995AEF8610,,,,"(2994,-64,4552)→(3035,320,4599)[主世界]"
d3480ee7-4e51-4982-bd28-5e71edf398d2,superGrave,,[未知:2535414174440636],"(3487,66,2193)→(3503,78,2218)[主世界]"
F2D2695F9FFE,村庄,,,"(7309,-64,8244)→(7311,320,8245)[主世界]"
3C2B4F4DE158,Site-CN-06 Area-3,,Soviet Union614,"(3408,-64,-112)→(3567,320,47)[主世界]"
74E87EBE6F68,Site-CN-06 Area-1,,Soviet Union614,"(3408,-64,-432)→(3567,320,-273)[主世界]"
0A94E64995E0,卯月村雪山别墅,[卯月村供销合作社] [卯月村供销合作社] 合作社 [卯月酱的特色小店] 合作社 雪山别墅,"[未知:2535411716292234], DoctorL06, [未知:2535458170834580], Shiroha77, ZiMo0512, ShiftedChara449, ougenduqin, Ocean12000, [未知:2535464158898895], Nacho Cat China, abgewlms, MarIE7943, mengyaochenming, youyouzi115, [未知:2535414821585066], [未知:2535410135358551], [未知:2535453930836575], AntimatterCorp, Mengyuan7544, ImaoyueI, LingYingFox0, kokorochan223, [未知:2535436944539373], Teaffee4438, Big chicken8959, RiverLight38454, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, [未知:2535464926219413], Soviet Union614, haaamburger1996, [未知:2535468539085416], Luoxiyilian2313, [未知:2535446540359854], Kaname Rana1597, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, [未知:2535409442693219], SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(3746,66,-689)→(3786,139,-626)[主世界]"
3F2E9A4213D6,竞技场,,"TohoYouyouMu, GenunineColt568, [未知:2535452029266512], MarIE7943, RiverLight38454, Kaname Rana1597, [未知:2535411716292234], CommetWind","(3613,292,-667)→(3668,309,-634)[主世界]"
DD1A8010D18A,,,,"(800,-64,3696)→(959,320,3855)[主世界]"
ABC3D960F82A,露天矿坑,,,"(2682,-64,-2174)→(2699,320,-2157)[主世界]"
E75DDC26AEDC,西行镇——西行商城,"此领地属于 Ultroveritas中央委员会 合作社的公有领地
西行镇——西行商城","Syndikaze, HansarDeus, Qiyushishuji, TohoYouyouMu, Heinrich4084, DoctorL06, ImaoyueI, ForeverZzz2408, XmNyanCat, LacyBarley63167, dfgzaomiao, [未知:2535408954461570], ALEX57152, GeeGBot, RiverLight38454","(-592,59,74)→(-553,120,121)[主世界]"
580ADE034D8B,,,,"(3441,-64,2141)→(3465,320,2150)[主世界]"
654511AC1685,[白玉楼协会] 合作社 小吃店,[白玉楼协会] 合作社 小吃店,"youyouzi115, Shiroha77, Carmen789321, NeiGuiYYDS, DoctorL06, PLR458, E761113, ShiftedChara449, TKxiao yi, Dissenotfind, qinfeng8523, Ocean12000","(-485,-64,128)→(-411,320,172)[主世界]"
C7B443CDB66C,对不起...,,,"(3805,-1,-660)→(3807,3,-657)[主世界]"
3E7AD911D50A,[樱树乡] bing2,"此领地属于 樱树乡 合作社的公有领地
bing2","Nacho Cat China, Carmen789321","(3893,-64,380)→(3976,320,515)[主世界]"
331C57BF614B,破屋子,,ZiMo0512,"(1865,66,4739)→(1893,67,4770)[主世界]"
D50705B6D5F9,空中花园,,,"(1801,-64,4419)→(1817,320,4443)[主世界]"
1AF1037030F3,指挥塔 塔顶,,,"(4143,103,-723)→(4221,126,-680)[主世界]"
916959D04B00,[樱树乡] 合作社 19,[樱树乡] 合作社 19,"Nacho Cat China, Carmen789321","(3056,-64,1970)→(3125,320,2031)[主世界]"
5057CC0A1810,家,,[未知:2535467352923272],"(3963,69,2932)→(3969,73,2938)[主世界]"
DB04980CDB52,六本木,,"ALEX57152, TohoYouyouMu, [未知:2535425414206322], [未知:2535436219159371], ZiMo0512, CommetWind, Soviet Union614, MarIE7943, Carmen789321, RiverLight38454, Kaname Rana1597, ImaoyueI, StarFaith2007, DoctorL06, Shiroha77, Nacho Cat China, Stone5koishi, AbruptFox116621, AntimatterCorp","(3584,52,-602)→(3605,99,-572)[主世界]"
65E9B26BBF37,,,,"(4693,-29,9312)→(4708,-23,9321)[主世界]"
93F448CFA6AB,出生点,,[未知:2535462613164805],"(2911,69,3694)→(2912,70,3695)[主世界]"
4F7FC6F58E47,[111111] 钓鱼机器,[111111] 钓鱼机器,,"(3297,-64,-626)→(3303,320,-616)[主世界]"
5765A24BEA3C,刷,,,"(4364,18,1200)→(4399,23,1215)[主世界]"
BDE8862B1B0E,,,,"(640,-64,4176)→(799,320,4335)[主世界]"
BB360987AA40,[白玉楼协会] 合作社 信未花神教吧,"此领地属于 白玉楼协会 合作社的公有领地
信未花神教吧","youyouzi115, NeiGuiYYDS, DoctorL06, PLR458, E761113, ShiftedChara449, TKxiao yi, Dissenotfind, qinfeng8523, Ocean12000, Shiroha77","(-138,87,-53)→(-128,92,-49)[主世界]"
D458CCDDE54E,火,,,"(-5039,73,9286)→(-5036,75,9290)[下界]"
E4C357B81935,[山卡拉之地] [山卡拉之地] 未命名之域,[山卡拉之地] [山卡拉之地] 未命名之域,,"(2740,-64,-692)→(2876,320,-509)[主世界]"
A50EA405C014,未知,,,"(-401,66,6051)→(-388,70,6060)[主世界]"
04AA2A2CAE05,,,,"(3855,-26,3589)→(3857,-25,3591)[主世界]"
F146B5DC04B9,§p凋灵玫瑰农场,"此领地属于 盖玛特里亚 合作社的公有领地
凋灵玫瑰农场",,"(-5184,-64,272)→(-5153,320,303)[主世界]"
5faeb571-c31a-4e91-b9f1-e5f7cba33190,,,[未知:2535406100891013],"(3655,62,2592)→(3693,83,2647)[主世界]"
6E80DE3FAD62,,,HuoHua7777,"(3407,64,779)→(3453,65,826)[主世界]"
17145F4B24AA,湖景小二楼,,,"(3377,-64,2769)→(3388,320,2781)[主世界]"
121C0998B811,小凡是,,,"(806,60,10)→(822,67,26)[主世界]"
BFB730EFF5F4,西行州外交商务中心,"此领地属于 Ultroveritas中央委员会 合作社的公有领地
","Heinrich4084, RiverLight38454","(-698,62,74)→(-637,129,121)[主世界]"
